chrom	pos_min	pos_mid	pos_max	pos_range	sample	cross
Pf3D7_09_v3	1067916	1068104	1068292	376	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_09_v3	1077117	1077833	1078549	1432	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_09_v3	1110875	1111038	1111201	326	JON/PG0107-C/ERR029408	7g8_gb4
Pf3D7_09_v3	1139184	1139447	1139710	526	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_09_v3	1139543	1139988	1140434	891	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_09_v3	1140534	1140777	1141021	487	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_09_v3	1153684	1154213	1154742	1058	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_09_v3	1153870	1154306	1154742	872	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_09_v3	1154742	1154787	1154832	90	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_09_v3	1164500	1164846	1165192	692	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_09_v3	1167785	1168446	1169108	1323	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_09_v3	1173494	1173879	1174264	770	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_09_v3	1195613	1196097	1196582	969	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_09_v3	1196125	1197119	1198114	1989	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_09_v3	1214031	1214480	1214930	899	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_09_v3	1214200	1215452	1216704	2504	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_09_v3	1273002	1273497	1273993	991	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_09_v3	1273559	1273776	1273993	434	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_09_v3	1276089	1276309	1276529	440	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_09_v3	1315130	1315378	1315626	496	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_09_v3	1317731	1318923	1320116	2385	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_09_v3	1331019	1332155	1333291	2272	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_09_v3	1346662	1346680	1346698	36	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_09_v3	1364232	1365051	1365871	1639	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_09_v3	1367707	1368028	1368349	642	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_09_v3	1424336	1426004	1427673	3337	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_10_v3	135636	136473	137310	1674	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_10_v3	145214	146453	147693	2479	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_10_v3	146719	148371	150023	3304	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_10_v3	169791	170448	171105	1314	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_10_v3	172657	174168	175679	3022	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_10_v3	229437	229802	230167	730	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_10_v3	237397	239015	240634	3237	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_10_v3	245391	245651	245912	521	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_10_v3	246944	247826	248709	1765	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_10_v3	247362	248030	248698	1336	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_10_v3	278595	278886	279178	583	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_10_v3	282955	283178	283401	446	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_10_v3	298710	299176	299642	932	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_10_v3	308011	308171	308331	320	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_10_v3	312595	313386	314178	1583	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_10_v3	352887	354248	355610	2723	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_10_v3	359810	359882	359954	144	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_10_v3	377874	379121	380368	2494	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_10_v3	386490	387634	388779	2289	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_10_v3	389231	390344	391457	2226	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_10_v3	396467	397245	398024	1557	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_10_v3	396467	399962	403458	6991	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_10_v3	421793	422457	423122	1329	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_10_v3	432810	433789	434769	1959	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_10_v3	432810	433789	434769	1959	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_10_v3	438086	440726	443367	5281	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_10_v3	456816	457527	458238	1422	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_10_v3	457185	458224	459263	2078	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_10_v3	476602	476933	477265	663	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_10_v3	491657	492070	492484	827	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_10_v3	500840	501391	501942	1102	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_10_v3	502556	504507	506459	3903	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_10_v3	540650	541252	541855	1205	B4R3/PG0018-C/ERR019042	hb3_dd2
Pf3D7_10_v3	591636	592565	593495	1859	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_10_v3	602759	603061	603363	604	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_10_v3	611411	611958	612506	1095	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_10_v3	620975	622174	623373	2398	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_10_v3	677097	677600	678104	1007	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_10_v3	682983	683284	683586	603	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_10_v3	685511	687382	689253	3742	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_10_v3	694899	695660	696421	1522	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_10_v3	717223	717759	718295	1072	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_10_v3	721862	722254	722646	784	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_10_v3	746645	747142	747640	995	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_10_v3	751094	752997	754901	3807	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_10_v3	752712	753835	754959	2247	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_10_v3	754959	755863	756768	1809	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_10_v3	759594	760105	760617	1023	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_10_v3	759484	761440	763396	3912	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_10_v3	765709	767199	768689	2980	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_10_v3	796144	796819	797495	1351	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_10_v3	828418	828573	828729	311	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_10_v3	828418	829067	829716	1298	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_10_v3	847914	848307	848701	787	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_10_v3	981288	981454	981621	333	WE2/PG0085-C/ERR027101	7g8_gb4
Pf3D7_10_v3	1011901	1012704	1013507	1606	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_10_v3	1016632	1016894	1017157	525	XB3/PG0093-C/ERR029105	7g8_gb4
Pf3D7_10_v3	1046003	1046427	1046851	848	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_10_v3	1047779	1048662	1049545	1766	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_10_v3	1076227	1076445	1076664	437	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_10_v3	1080998	1082850	1084702	3704	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_10_v3	1101469	1101948	1102428	959	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_10_v3	1114657	1116054	1117451	2794	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_10_v3	1128475	1128611	1128748	273	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_10_v3	1130420	1130487	1130555	135	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_10_v3	1172384	1172516	1172648	264	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_10_v3	1189643	1192037	1194431	4788	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_10_v3	1196748	1197643	1198538	1790	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_10_v3	1207808	1209423	1211038	3230	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_10_v3	1217216	1219105	1220995	3779	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_10_v3	1217300	1219612	1221925	4625	B4R3/PG0018-C/ERR019042	hb3_dd2
Pf3D7_10_v3	1217300	1219612	1221925	4625	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_10_v3	1256454	1256563	1256672	218	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_10_v3	1258730	1260148	1261567	2837	7C159/PG0040-Cx/ERR107475	hb3_dd2
Pf3D7_10_v3	1264135	1265698	1267261	3126	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_10_v3	1288307	1289198	1290089	1782	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_10_v3	1308754	1309392	1310031	1277	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_10_v3	1311831	1313130	1314429	2598	WE2/PG0085-C/ERR027101	7g8_gb4
Pf3D7_10_v3	1326522	1326997	1327473	951	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_10_v3	1327695	1328350	1329005	1310	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_10_v3	1330429	1330680	1330932	503	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_10_v3	1330511	1330807	1331104	593	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_10_v3	1339260	1339463	1339667	407	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_10_v3	1346967	1347644	1348321	1354	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_10_v3	1341344	1351887	1362430	21086	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_10_v3	1352424	1352893	1353363	939	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_10_v3	1425210	1426977	1428744	3534	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_10_v3	1475636	1476091	1476547	911	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_10_v3	1481047	1483240	1485434	4387	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_10_v3	1485679	1486223	1486767	1088	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_10_v3	1497839	1498358	1498878	1039	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_10_v3	1508147	1508864	1509581	1434	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_10_v3	1508147	1508864	1509581	1434	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_11_v3	126515	126732	126949	434	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_11_v3	177921	179083	180246	2325	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_11_v3	180246	180752	181259	1013	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_11_v3	190138	191020	191902	1764	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_11_v3	190138	191020	191902	1764	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_11_v3	216147	216891	217635	1488	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_11_v3	218599	218924	219249	650	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_11_v3	242019	242314	242610	591	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_11_v3	252507	253650	254794	2287	XB3/PG0093-C/ERR029105	7g8_gb4
Pf3D7_11_v3	255265	256245	257225	1960	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_11_v3	255265	256245	257225	1960	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_11_v3	255830	256428	257027	1197	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_11_v3	255830	256428	257027	1197	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_11_v3	279872	281169	282466	2594	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_11_v3	279872	281169	282466	2594	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_11_v3	285645	286058	286472	827	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_11_v3	296571	297674	298777	2206	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_11_v3	300965	302998	305031	4066	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_11_v3	304855	305340	305826	971	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_11_v3	326098	326462	326826	728	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_11_v3	327089	327783	328477	1388	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_11_v3	332514	332756	332999	485	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_11_v3	333247	333660	334074	827	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_11_v3	344588	345771	346954	2366	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_11_v3	411997	412845	413694	1697	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_11_v3	442886	444616	446347	3461	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_11_v3	480817	481847	482877	2060	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_11_v3	481615	482066	482517	902	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_11_v3	483123	484348	485574	2451	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_11_v3	489489	489744	490000	511	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_11_v3	520861	521472	522084	1223	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_11_v3	568554	569150	569746	1192	TC08/PG0020-C/ERR019052	hb3_dd2
Pf3D7_11_v3	607547	608295	609044	1497	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_11_v3	625918	626285	626652	734	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_11_v3	629279	629538	629798	519	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_11_v3	635350	636393	637436	2086	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_11_v3	638299	638799	639299	1000	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_11_v3	648838	650161	651484	2646	3BA6/PG0022-Cx/ERR126027	hb3_dd2
Pf3D7_11_v3	665532	665616	665700	168	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_11_v3	689843	690131	690419	576	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_11_v3	698896	700759	702622	3726	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_11_v3	740881	741178	741475	594	AUD/PG0112-C/ERR029406	7g8_gb4
Pf3D7_11_v3	744196	745113	746031	1835	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_11_v3	784322	785388	786455	2133	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_11_v3	930558	931043	931528	970	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_11_v3	965756	966070	966385	629	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_11_v3	966147	967114	968081	1934	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_11_v3	975610	977836	980062	4452	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_11_v3	977143	978192	979242	2099	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_11_v3	983911	986754	989598	5687	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_11_v3	987405	987746	988087	682	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_11_v3	987405	987746	988087	682	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_11_v3	994322	995532	996743	2421	JF6/PG0079-C/ERR027102	7g8_gb4
Pf3D7_11_v3	997855	998532	999209	1354	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_11_v3	1018026	1018462	1018899	873	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_11_v3	1019514	1019537	1019560	46	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_11_v3	1026818	1027405	1027993	1175	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_11_v3	1073128	1073328	1073529	401	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_11_v3	1079570	1082167	1084765	5195	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_11_v3	1097991	1100787	1103583	5592	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_11_v3	1097991	1100787	1103583	5592	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_11_v3	1152273	1153260	1154248	1975	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_11_v3	1159648	1159968	1160289	641	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_11_v3	1160289	1160968	1161647	1358	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_11_v3	1172774	1172862	1172950	176	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_11_v3	1176401	1177549	1178698	2297	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_11_v3	1184018	1185212	1186407	2389	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_11_v3	1217594	1217899	1218204	610	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_11_v3	1223065	1224094	1225123	2058	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_11_v3	1224820	1225865	1226911	2091	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_11_v3	1242074	1242431	1242789	715	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_11_v3	1242264	1246104	1249945	7681	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_11_v3	1242264	1246624	1250985	8721	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_11_v3	1250985	1251338	1251691	706	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_11_v3	1255469	1256017	1256565	1096	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_11_v3	1302863	1303092	1303322	459	XB3/PG0093-C/ERR029105	7g8_gb4
Pf3D7_11_v3	1303406	1305124	1306843	3437	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_11_v3	1335603	1338454	1341306	5703	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_11_v3	1335603	1338454	1341306	5703	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_11_v3	1346963	1347946	1348929	1966	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_11_v3	1350286	1352496	1354707	4421	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_11_v3	1356863	1357085	1357307	444	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_11_v3	1404126	1404560	1404995	869	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_11_v3	1424689	1425592	1426495	1806	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_11_v3	1441436	1442850	1444265	2829	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_11_v3	1457470	1457731	1457993	523	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_11_v3	1465703	1466418	1467134	1431	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_11_v3	1527675	1528526	1529377	1702	XP52/PG0060-C/ERR019058	3d7_hb3
Pf3D7_11_v3	1528120	1528949	1529778	1658	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_11_v3	1552620	1553300	1553981	1361	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_11_v3	1554957	1555517	1556077	1120	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_11_v3	1554427	1555550	1556673	2246	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_11_v3	1558031	1558273	1558515	484	X10/PG0065-C/ERR019064	3d7_hb3
Pf3D7_11_v3	1558578	1558757	1558936	358	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_11_v3	1590164	1592368	1594572	4408	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_11_v3	1590164	1592368	1594572	4408	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_11_v3	1597834	1600752	1603670	5836	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_11_v3	1610040	1610780	1611521	1481	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_11_v3	1638670	1639669	1640669	1999	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_11_v3	1642063	1642865	1643667	1604	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_11_v3	1648879	1649578	1650278	1399	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_11_v3	1708833	1709136	1709439	606	X6/PG0064-C/ERR019071	3d7_hb3
Pf3D7_11_v3	1714342	1714650	1714959	617	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_11_v3	1717005	1718428	1719851	2846	7C46/PG0046-Cx/ERR107476	hb3_dd2
Pf3D7_11_v3	1731821	1732472	1733124	1303	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_11_v3	1737193	1737288	1737383	190	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_11_v3	1737383	1739084	1740785	3402	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_11_v3	1783200	1784384	1785569	2369	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_11_v3	1783200	1784384	1785569	2369	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_11_v3	1785569	1786251	1786933	1364	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_11_v3	1819788	1820157	1820526	738	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_11_v3	1874301	1875449	1876597	2296	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_11_v3	1884030	1886317	1888604	4574	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_11_v3	1901449	1902084	1902720	1271	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_12_v3	99125	100755	102385	3260	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_12_v3	103695	104106	104518	823	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_12_v3	128409	128920	129431	1022	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_12_v3	130621	130790	130960	339	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_12_v3	132415	133636	134857	2442	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_12_v3	134857	135771	136685	1828	D2_18_05_11/PG0094-CW/ERR045632	7g8_gb4
Pf3D7_12_v3	138609	138990	139372	763	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_12_v3	145312	145954	146596	1284	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_12_v3	161134	161376	161619	485	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_12_v3	195323	196018	196714	1391	JB8/PG0087-C/ERR029091	7g8_gb4
Pf3D7_12_v3	200894	201240	201586	692	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_12_v3	201586	202588	203591	2005	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_12_v3	202845	203191	203537	692	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_12_v3	203591	204364	205138	1547	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_12_v3	203591	204364	205138	1547	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_12_v3	210362	210839	211317	955	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_12_v3	215882	216539	217196	1314	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_12_v3	236265	239716	243167	6902	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_12_v3	270245	270715	271185	940	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_12_v3	283656	284642	285628	1972	7C140/PG0039-C/ERR015454	hb3_dd2
Pf3D7_12_v3	294787	295915	297043	2256	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_12_v3	294787	297005	299223	4436	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_12_v3	297043	297989	298935	1892	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_12_v3	333966	334543	335121	1155	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_12_v3	338700	338789	338879	179	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_12_v3	372080	374587	377095	5015	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_12_v3	399327	401021	402715	3388	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_12_v3	401277	401694	402111	834	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_12_v3	447998	448224	448450	452	WE2/PG0085-C/ERR027101	7g8_gb4
Pf3D7_12_v3	455246	455749	456252	1006	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_12_v3	513802	514516	515230	1428	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_12_v3	517817	518511	519205	1388	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_12_v3	536023	536752	537481	1458	JC3/PG0077-CW/ERR045636	7g8_gb4
Pf3D7_12_v3	539159	539640	540122	963	3BD5/PG0024-C/ERR019053	hb3_dd2
Pf3D7_12_v3	551730	552635	553541	1811	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_12_v3	590139	591402	592665	2526	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_12_v3	646266	646585	646904	638	LA10/PG0086-C/ERR029090	7g8_gb4
Pf3D7_12_v3	651343	652303	653263	1920	JE11/PG0100-C/ERR029404	7g8_gb4
Pf3D7_12_v3	657278	657680	658083	805	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_12_v3	658083	658481	658879	796	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_12_v3	670254	670710	671166	912	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_12_v3	684117	684279	684442	325	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_12_v3	700850	701014	701179	329	X30/PG0068-C/ERR019065	3d7_hb3
